timestamp,event_type,data
"2025-04-20T17:11:56.155Z","xhr","{""method"":""GET"",""url"":""/maps/preview/pegman?authuser=0&hl=en&gl=in&pb=!1e1!3s2025-04-20T22%3A41%3A55.692%2B05%3A30!5m2!1s0yoFaKq9E-ia4-EPgezzsQY!7e81""}"
"2025-04-20T17:11:56.156Z","xhr","{""method"":""GET"",""url"":""/maps/preview/passiveassist?authuser=0&hl=en&gl=in&pb=!1m13!2m12!1m3!1d18519.198720024007!2d77.0244608!3d28.491776!2m3!1f0!2f0!3f0!3m2!1i1037!2i507!4f13.1!3m2!1s0yoFaKq9E-ia4-EPgezzsQY!7e81!7m1!58b1!35m6!1i50!3m3!3b1!26b1!29b1!44e11""}"
"2025-04-20T17:11:56.157Z","xhr","{""method"":""GET"",""url"":""/maps/preview/lp?authuser=0&hl=en&gl=in&pb=!1m3!1s0yoFaKq9E-ia4-EPgezzsQY!7e81!15i60107!2m12!1m3!1d18519.198720024007!2d77.0244608!3d28.491776!2m3!1f0!2f0!3f0!3m2!1i1037!2i507!4f13.1!5m2!3b0!5e9""}"
"2025-04-20T17:11:56.157Z","xhr","{""method"":""GET"",""url"":""/maps/rpc/areatraffic?authuser=0&hl=en&gl=in&pb=!1m3!1s0yoFaKq9E-ia4-EPgezzsQY!7e81!15i47126!3m7!2m6!3m2!3d28.472652770589576!4d76.97995673444288!4m2!3d28.510899229410427!4d77.06896486555712""}"
"2025-04-20T17:11:56.158Z","xhr","{""method"":""GET"",""url"":""/maps/preview/passiveassist?authuser=0&hl=en&gl=in&pb=!1m13!2m12!1m3!1d18519.198720024007!2d77.0244608!3d28.491776!2m3!1f0!2f0!3f0!3m2!1i1037!2i507!4f13.1!3m2!1s0yoFaKq9E-ia4-EPgezzsQY!7e81!7m3!2b1!32b1!58b1!35m6!1i20!3m2!3b1!26b1!44e1!52b1""}"
"2025-04-20T17:11:56.158Z","xhr","{""method"":""GET"",""url"":""/maps/rpc/vp?authuser=0&hl=en&gl=in&pb=!1m12!1m3!1d18519.198720024007!2d77.0244608!3d28.491776!2m3!1f0!2f0!3f0!3m2!1i1037!2i507!4f13.1!5m2!1s0yoFaKq9E-ia4-EPgezzsQY!7e81""}"
"2025-04-20T17:11:56.158Z","xhr","{""method"":""GET"",""url"":""/maps/rpc/merchantstatus?authuser=0&hl=en&gl=in&pb=!2m2!1s0yoFaKq9E-ia4-EPgezzsQY!7e81""}"
"2025-04-20T17:11:56.521Z","xhr","{""method"":""POST"",""url"":""https://ogads-pa.clients6.google.com/$rpc/google.internal.onegoogle.asyncdata.v1.AsyncDataService/GetAsyncData""}"
"2025-04-20T17:11:56.751Z","xhr","{""method"":""GET"",""url"":""/maps/preview/passiveassist?authuser=0&hl=en&gl=in&pb=!1m13!2m12!1m3!1d18519.198720024007!2d77.0244608!3d28.491776!2m3!1f0!2f0!3f0!3m2!1i1037!2i507!4f13.1!3m2!1s0yoFaKq9E-ia4-EPgezzsQY!7e81!7m3!2b1!32b1!58b1!35m6!1i20!3m2!3b1!26b1!44e1!52b1""}"
"2025-04-20T17:11:57.004Z","xhr","{""method"":""GET"",""url"":""/maps/preview/log204?authuser=0&hl=en&gl=in&pb=!6m133!1m8!1m3!1d18519.19872!2d77.0244608!3d28.491776!3m2!1i1037!2i507!4f13.1!3m4!1s0x8023c0116b7002d7!2e21!14i64371!18i2294070!3m4!1s0xd93a681e1eb3e03c!2e21!14i3955!18i1797!3m4!1s0x8b2aa76c53fb738e!2e21!14i3905!18i2307!3m2!1s0x558323517afd4386!2e21!3m2!1s0xd81b5d96de9ff8a5!2e21!3m2!1s0xf2a63d23ce0eb798!2e21!3m2!1s0xf1f44d9c3295cade!2e21!3m2!1s0x90dac0405e8fce06!2e21!3m2!1s0x13247d1cc20d04f5!2e21!3m2!1s0xa7a6fa93e545166e!2e21!3m4!1s0xd40e679700a4c5ab!2e21!14i3921!18i1281!3m2!1s0xc0d3040b3d239c43!2e21!3m13!1s0xab04924b21a822f0!2e21!2e36!13m3!3m2!4i3!10i75!13m3!2i109270!3m1!1e75!14i991830!18i9991!3m2!1s0xb2ae630d443ff4d6!2e21!3m2!1s0xacbf2ae7df06d4d!2e21!3m13!1s0xae67f099be544a3e!2e21!2e36!13m3!3m2!4i3!10i75!13m3!2i109270!3m1!1e75!14i991529!18i139313!3m2!1s0x504ab9f510440d73!2e21!3m2!1s0x63d0534a9cae91a8!2e21!3m2!1s0xe18f10bb40c3e793!2e21!3m2!1s0xe1a7482a32266985!2e21!3m13!1s0xa9fa0e3eaf2bdf0b!2e21!2e36!13m3!3m2!4i3!10i75!13m3!2i109270!3m1!1e75!14i991528!18i8706!3m2!1s0xbdfc86c8d87abd84!2e21!3m2!1s0x6e74def83d090b74!2e21!3m2!1s0xb5cee10472ba020b!2e21!3m2!1s0x6add2173437078f7!2e21!4e1!6b0!7m2!1m1!1e9!9m2!1i1!2i18!11m3!1s0yoFaKq9E-ia4-EPgezzsQY!7e81!15i6534""}"
