timestamp,event_type,data
"2025-04-20T04:13:07.868Z","fetch","{""url"":{}}"
"2025-04-20T04:13:07.869Z","click","{""tag"":""DIV"",""id"":"""",""classes"":"""",""text"":""""}"
"2025-04-20T04:13:09.795Z","fetch","{""url"":{}}"
"2025-04-20T04:13:09.796Z","fetch","{""url"":{}}"
"2025-04-20T04:13:09.797Z","fetch","{""url"":{}}"
"2025-04-20T04:13:10.240Z","fetch","{""url"":{}}"
"2025-04-20T04:13:10.262Z","xhr","{""method"":""POST"",""url"":""/youtubei/v1/account/get_setting_values?prettyPrint=false""}"
"2025-04-20T04:13:10.388Z","fetch","{""url"":""//www.youtube.com/api/stats/qoe?fmt=397&afmt=251&cpn=pAmQ3Ou9dnX4le_i&el=shortspage&ns=yt&fexp=v1%2C23703446%2C282581%2C18617%2C434717%2C60172%2C67154%2C133212%2C14625955%2C11684381%2C53408%2C9105%2C18310%2C4420%2C2821%2C78212%2C8479%2C19339%2C18644%2C14869%2C47210%2C15124%2C65%2C13526%2C391%2C23871%2C2633%2C9252%2C3479%2C690%2C1829%2C10511%2C3483%2C2775%2C2966%2C13982%2C7703%2C4216%2C3260%2C2%2C1900%2C2625%2C1628%2C1667%2C8492%2C260%2C2050%2C1598%2C998%2C69%2C4462%2C3264%2C4385%2C1555%2C111%2C814%2C1152%2C3466%2C666%2C269%2C1392%2C120%2C3058%2C485%2C2634%2C6%2C2693%2C454%2C1839%2C502%2C2022%2C1607%2C877%2C771%2C86%2C4538&cl=748101193&seq=1&docid=vKBrQuyC510&ei=VnQEaMbnH6vyssUPs5GPiQQ&event=streamingstats&plid=AAYzLfgt_BKorMfB&sdetail=p%3A%2F&sourceid=y&cbr=Chrome&cbrver=135.0.0.0&c=WEB&cver=2.20250417.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&vps=0.000:N,0.077:B,0.195:B,0.195:B&ctmp=slrre:t.0;,esfw:usbc.1;hsu.1,slrre:t.76;&cat=streaming,sabr&cmt=0.077:0.000,0.195:0.000&afs=0.187:251;CggKA2RyYxIBMQ::i:CAEoAQ&vfs=0.195:397:788::r:CAEoAQ&view=0.195:231:411:2&bwm=0.195:649850:0.125&bwe=0.195:655360&bat=0.195:1:1&vis=0.195:3&bh=0.195:0.000&qclc=ChBwQW1RM091OWRuWDRsZV9pEAEaDENnSUlEQSUzRCUzRA""}"
"2025-04-20T04:13:10.398Z","xhr","{""method"":""GET"",""url"":""https://www.youtube.com/api/timedtext?v=vKBrQuyC510&ei=VnQEaMbnH6vyssUPs5GPiQQ&caps=asr&opi=112496729&xoaf=5&xosf=1&hl=en&ip=0.0.0.0&ipbits=0&expire=1745147590&sparams=ip%2Cipbits%2Cexpire%2Cv%2Cei%2Ccaps%2Copi%2Cxoaf&signature=AAD32CA9C7AEC72CDDFBD50E0EBCAC47CB947F56.C8C613A15DDE879262C6AF723E97F6416B7E8ADF&key=yt8&kind=asr&lang=hi&fmt=json3&xorb=2&xobt=3&xovt=3&cbr=Chrome&cbrver=135.0.0.0&c=WEB&cver=2.20250417.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP""}"
"2025-04-20T04:13:10.406Z","fetch","{""url"":{}}"
"2025-04-20T04:13:10.755Z","xhr","{""method"":""POST"",""url"":""/youtubei/v1/log_event?alt=json""}"
"2025-04-20T04:13:20.656Z","fetch","{""url"":""//www.youtube.com/api/stats/qoe?fmt=397&afmt=251&cpn=pAmQ3Ou9dnX4le_i&el=shortspage&ns=yt&fexp=v1%2C23703446%2C282581%2C18617%2C434717%2C60172%2C67154%2C133212%2C14625955%2C11684381%2C53408%2C9105%2C18310%2C4420%2C2821%2C78212%2C8479%2C19339%2C18644%2C14869%2C47210%2C15124%2C65%2C13526%2C391%2C23871%2C2633%2C9252%2C3479%2C690%2C1829%2C10511%2C3483%2C2775%2C2966%2C13982%2C7703%2C4216%2C3260%2C2%2C1900%2C2625%2C1628%2C1667%2C8492%2C260%2C2050%2C1598%2C998%2C69%2C4462%2C3264%2C4385%2C1555%2C111%2C814%2C1152%2C3466%2C666%2C269%2C1392%2C120%2C3058%2C485%2C2634%2C6%2C2693%2C454%2C1839%2C502%2C2022%2C1607%2C877%2C771%2C86%2C4538&cl=748101193&seq=2&docid=vKBrQuyC510&ei=VnQEaMbnH6vyssUPs5GPiQQ&event=streamingstats&plid=AAYzLfgt_BKorMfB&sdetail=p%3A%2F&sourceid=y&cbr=Chrome&cbrver=135.0.0.0&c=WEB&cver=2.20250417.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&cfs=0.209:a.hi:::s&vps=10.467:B&bwm=10.467:515851:0.130&bwe=10.467:4113264&bat=10.467:1:1&cmt=10.467:0.000&bh=10.467:0.000&qclc=ChBwQW1RM091OWRuWDRsZV9pEAIaDENnSUlEQSUzRCUzRA""}"

Test Outcome: Passed
